"fecha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.03.2018 21:00";"20.1";"755.5";"757.6";"0.5";"71";"Wind blowing from the north-east";"1";"";"";"50%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"18.4";"23.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.7";"Trace of precipitation";"6";"";"";"";"";
"22.03.2018 18:00";"22.4";"755.0";"757.3";"-0.6";"70";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.7";"";"";"";"";"";"";
"22.03.2018 15:00";"22.6";"755.6";"757.9";"-2.1";"60";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.4";"";"";"";"";"";"";
"22.03.2018 12:00";"21.6";"757.7";"760.0";"-1.2";"66";"Wind blowing from the north-west";"5";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.9";"";"";"";"";"";"";
"22.03.2018 09:00";"18.4";"758.9";"761.2";"0.6";"72";"Wind blowing from the north";"5";"";"";"no clouds";" ";"";"";"16.5";"18.4";"";"";"";"";"";"10.0";"13.2";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"15.0";"";"";
"22.03.2018 06:00";"16.6";"758.3";"760.6";"-0.2";"75";"Wind blowing from the north-west";"5";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"12.1";"";"";"";"";"";"";
"22.03.2018 03:00";"16.8";"758.5";"760.8";"-1.3";"73";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"22.03.2018 00:00";"17.3";"759.8";"762.1";"-0.5";"65";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"21.03.2018 21:00";"17.1";"760.3";"762.6";"-0.6";"69";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"15.1";"21.4";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"21.03.2018 18:00";"18.8";"760.9";"763.0";"-1.2";"63";"Wind blowing from the east-northeast";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.6";"";"";"";"";"";"";
"21.03.2018 15:00";"20.6";"762.1";"764.3";"-1.9";"59";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"21.03.2018 12:00";"19.6";"764.0";"766.3";"-0.5";"54";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.0";"";"";"";"";"";"";
"21.03.2018 09:00";"15.1";"764.5";"766.6";"0.6";"71";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"12.6";"18.3";"";"";"";"";"";"10.0";"9.8";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"12.0";"";"";
"21.03.2018 06:00";"12.6";"763.9";"766.1";"0.0";"85";"Wind blowing from the south-east";"5";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.1";"";"";"";"";"";"";
"21.03.2018 03:00";"13.8";"763.9";"766.2";"0.2";"78";"Wind blowing from the south-east";"5";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.0";"";"";"";"";"";"";
"21.03.2018 00:00";"14.9";"763.7";"766.0";"1.7";"68";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"20.03.2018 21:00";"18.3";"762.0";"764.2";"1.7";"48";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"18.3";"27.0";"";"";"";"";"";"10.0";"7.1";"";"";"";"";"";"";
"20.03.2018 18:00";"22.1";"760.3";"762.6";"1.2";"44";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.4";"";"";"";"";"";"";
"20.03.2018 15:00";"26.3";"759.1";"761.3";"0.6";"51";"Wind blowing from the south";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.2";"";"";"";"";"";"";
"20.03.2018 12:00";"26.6";"758.5";"760.7";"0.9";"42";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"20.03.2018 09:00";"19.3";"757.6";"759.9";"0.9";"59";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"15.1";"19.3";"";"";"";"";"";"10.0";"11.0";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"13.0";"";"";
"20.03.2018 06:00";"15.4";"756.7";"758.8";"0.3";"74";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"20.03.2018 03:00";"16.2";"756.4";"758.5";"0.2";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"20.03.2018 00:00";"18.3";"756.2";"758.4";"0.1";"66";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"19.03.2018 21:00";"18.1";"756.1";"758.4";"0.5";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"26.7";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"19.03.2018 18:00";"23.9";"755.6";"757.9";"-0.8";"39";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"19.03.2018 15:00";"26.4";"756.4";"758.5";"-1.6";"36";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"19.03.2018 12:00";"24.0";"758.0";"760.3";"1.2";"44";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"19.03.2018 09:00";"17.2";"756.8";"759.1";"0.1";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"17.6";"";"";"";"";"";"10.0";"11.4";"3.0";"24";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
"19.03.2018 06:00";"12.8";"756.7";"758.9";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"19.03.2018 03:00";"14.8";"756.2";"758.5";"0.9";"79";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"19.03.2018 00:00";"15.9";"755.3";"757.6";"1.6";"74";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"18.03.2018 21:00";"17.6";"753.7";"755.9";"2.1";"66";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"17.6";"23.9";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"18.03.2018 18:00";"22.3";"751.6";"753.7";"1.7";"55";"Wind blowing from the south";"7";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.8";"";"";"";"";"";"";
"18.03.2018 15:00";"20.8";"749.9";"752.2";"1.0";"66";"Wind blowing from the south-west";"6";"";"";"100%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Drizzle.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"14.2";"3.0";"6";"";"";"";"";
"18.03.2018 12:00";"18.6";"748.9";"751.1";"2.9";"89";"Wind blowing from the south";"5";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"16.8";"";"";"";"";"";"";
"18.03.2018 09:00";"22.4";"746.0";"748.3";"-0.3";"100";"Wind blowing from the west";"2";"";"";"100%.";"Moderate or heavy rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"22.0";"24.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"7.0";"22.4";"29.0";"6";"Surface of ground wet (standing water in small or large pools on surface).";"19.0";"";"";
"18.03.2018 06:00";"22.0";"746.3";"748.5";"-1.5";"96";"Wind blowing from the north-west";"1";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"7.0";"21.4";"";"";"";"";"";"";
"18.03.2018 03:00";"23.5";"747.8";"750.1";"-2.0";"88";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.4";"";"";"";"";"";"";
"18.03.2018 00:00";"23.9";"749.8";"752.0";"-0.6";"77";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.6";"";"";"";"";"";"";
"17.03.2018 21:00";"24.1";"750.4";"752.6";"-0.1";"76";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"20.2";"27.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.5";"";"";"";"";"";"";
"17.03.2018 18:00";"26.4";"750.5";"752.8";"-1.4";"74";"Wind blowing from the north";"4";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"21.3";"";"";"";"";"";"";
"17.03.2018 15:00";"25.2";"751.9";"754.1";"-2.2";"75";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.4";"";"";"";"";"";"";
"17.03.2018 12:00";"23.4";"754.1";"756.4";"-0.8";"77";"Wind blowing from the north";"5";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"19.1";"";"";"";"";"";"";
"17.03.2018 09:00";"20.2";"754.9";"757.1";"0.9";"80";"Wind blowing from the north-west";"3";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"20.1";"22.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"16.6";"0.1";"6";"Surface of ground moist.";"18.0";"";"";
"17.03.2018 06:00";"20.9";"754.0";"756.2";"-0.4";"60";"Wind blowing from the north";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"17.03.2018 03:00";"21.8";"754.4";"756.6";"-0.8";"61";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"17.03.2018 00:00";"21.3";"755.2";"757.4";"-0.1";"63";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.0";"";"";"";"";"";"";
"16.03.2018 21:00";"20.7";"755.3";"757.6";"-0.3";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"25.2";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"16.03.2018 18:00";"22.6";"755.6";"757.9";"-1.5";"47";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"16.03.2018 15:00";"24.2";"757.1";"759.3";"-1.7";"41";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"16.03.2018 12:00";"22.5";"758.8";"761.1";"-0.3";"48";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"16.03.2018 09:00";"18.8";"759.1";"761.4";"0.5";"72";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"14.4";"18.8";"";"";"";"";"";"10.0";"13.6";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
"16.03.2018 06:00";"17.7";"758.6";"760.8";"0.1";"66";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"16.03.2018 03:00";"16.3";"758.5";"760.7";"-0.1";"69";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"16.03.2018 00:00";"14.8";"758.6";"760.9";"0.4";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"15.03.2018 21:00";"16.9";"758.2";"760.5";"0.6";"58";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.3";"25.0";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"15.03.2018 18:00";"22.0";"757.6";"759.9";"-0.3";"37";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.5";"";"";"";"";"";"";
"15.03.2018 15:00";"24.2";"757.9";"760.1";"0.3";"34";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.2";"";"";"";"";"";"";
